gauge,model,parameter,exit_message,acceptance_rate,gelman_statistic,best_coefficients
237200,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.1230645545497856,1.0557469471097676,0.4496167092360556
237200,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.1230645545497856,1.017406226948116,0.16242004272299582
237200,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.1230645545497856,1.0201966264308375,-301.7738886261173
237200,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.1230645545497856,1.0386224687141068,0.03610691832122382
237200,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.1230645545497856,1.0153724215089446,21.161462514184677
237207,streamflow_model_precip_seasonal_ratio,a0,Convergence criteria reached,0.1362848155715668,1.0094341793522028,-336.6266205552799
237207,streamflow_model_precip_seasonal_ratio,a1,Convergence criteria reached,0.1362848155715668,1.0119686799837946,0.5144937399020213
237207,streamflow_model_precip_seasonal_ratio,a4,Convergence criteria reached,0.1362848155715668,1.0035573435346976,-369.3798249488299
237207,streamflow_model_precip_seasonal_ratio,b,Convergence criteria reached,0.1362848155715668,1.002099769875789,0.03135277969841967
237207,streamflow_model_precip_seasonal_ratio,sd,Convergence criteria reached,0.1362848155715668,1.0231505458499115,24.636242899432435
238219,streamflow_model_precip_seasonal_ratio,a0,Convergence criteria reached,0.12418337993332618,1.0100627233431358,-203.55104054470837
238219,streamflow_model_precip_seasonal_ratio,a1,Convergence criteria reached,0.12418337993332618,1.0072642750945413,0.34009264753280216
238219,streamflow_model_precip_seasonal_ratio,a4,Convergence criteria reached,0.12418337993332618,1.0043302682782635,-224.37786259435288
238219,streamflow_model_precip_seasonal_ratio,b,Convergence criteria reached,0.12418337993332618,1.004644376463796,0.04480460361709072
238219,streamflow_model_precip_seasonal_ratio,sd,Convergence criteria reached,0.12418337993332618,1.0555030706867434,16.211785976702522
238223,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.15622766793711296,1.040549462667364,-222.46360658406587
238223,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.15622766793711296,1.0365462056124164,0.4156716089374418
238223,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.15622766793711296,1.012518497138582,0.18134373971059148
238223,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.15622766793711296,1.0179785288997,-296.4427652682582
238223,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.15622766793711296,1.0198343436918669,0.05080297330794724
238223,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.15622766793711296,1.012359154044231,26.991868305097928
238231,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.14744372320152457,1.0538785282155727,-232.07035887172017
238231,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.14744372320152457,1.053803150774077,0.48843286758235066
238231,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.14744372320152457,1.018605134238027,0.5490618006980972
238231,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.14744372320152457,1.0183995553944123,-349.0968120774802
238231,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.14744372320152457,1.016266869292607,0.02744091187557095
238231,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.14744372320152457,1.013320030175544,34.68905660907378
231231,streamflow_model_precip_auto,a0,Convergence criteria reached,0.17579511237767498,1.0106771429726888,-100.13431975922612
231231,streamflow_model_precip_auto,a1,Convergence criteria reached,0.17579511237767498,1.0097558550198793,0.22262166938730493
231231,streamflow_model_precip_auto,a2,Convergence criteria reached,0.17579511237767498,1.0039308356245702,-0.16033441490122624
231231,streamflow_model_precip_auto,b,Convergence criteria reached,0.17579511237767498,1.0032150158032824,0.10970931585419416
231231,streamflow_model_precip_auto,sd,Convergence criteria reached,0.17579511237767498,1.041914172909676,14.216732872633688
232215,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.1703005895664602,1.0490713086914,-195.58507028675177
232215,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.1703005895664602,1.0454975246404787,0.30695325766589376
232215,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.1703005895664602,1.0166868624289205,0.12548733578254034
232215,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.1703005895664602,1.01883147718183,-134.62368780303797
232215,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.1703005895664602,1.0158684522948342,0.23643441038813617
232215,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.1703005895664602,1.012692295469512,21.67283997307858
233223,streamflow_model_precip_seasonal_ratio,a0,Convergence criteria reached,0.19101180234433812,1.014626836490795,-154.71603194904162
233223,streamflow_model_precip_seasonal_ratio,a1,Convergence criteria reached,0.19101180234433812,1.0080468019461497,0.29036373137046095
233223,streamflow_model_precip_seasonal_ratio,a4,Convergence criteria reached,0.19101180234433812,1.001728350282755,-185.53573072704663
233223,streamflow_model_precip_seasonal_ratio,b,Convergence criteria reached,0.19101180234433812,1.0023137832556417,0.22136793688312356
233223,streamflow_model_precip_seasonal_ratio,sd,Convergence criteria reached,0.19101180234433812,1.0646020047170814,22.00941615355493
234203,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.13477027751310144,1.053140953577619,-315.63872011639813
234203,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.13477027751310144,1.0514460744075895,0.4744764564889175
234203,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.13477027751310144,1.016361134425669,0.28335716629445185
234203,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.13477027751310144,1.0172121259465607,-331.10202014805725
234203,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.13477027751310144,1.0307067382671375,0.05472248544950574
234203,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.13477027751310144,1.0127400490846308,16.329446295155336
234209,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.13573055621724628,1.0226807433787577,-278.8172450189651
234209,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.13573055621724628,1.0260409258065393,0.4190014118560288
234209,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.13573055621724628,1.0176335652839572,0.11215099051159004
234209,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.13573055621724628,1.011647089939507,-384.6484870725212
234209,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.13573055621724628,1.0252506811415207,0.03499580240273316
234209,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.13573055621724628,1.012468881374744,20.128370930818072
235202,streamflow_model_precip_auto,a0,Convergence criteria reached,0.15542329820410794,1.0235849653510951,-862.4960749700758
235202,streamflow_model_precip_auto,a1,Convergence criteria reached,0.15542329820410794,1.0091936337559757,0.9965635213772704
235202,streamflow_model_precip_auto,a2,Convergence criteria reached,0.15542329820410794,1.0074362062434077,0.21129984330221707
235202,streamflow_model_precip_auto,b,Convergence criteria reached,0.15542329820410794,1.0037729364881611,0.0097836411047704
235202,streamflow_model_precip_auto,sd,Convergence criteria reached,0.15542329820410794,1.0170390690482871,115.2094718071518
116006B,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.16589372915674128,1.0700594696205004,-317.697198624217
116006B,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.16589372915674128,1.065924958530175,0.5917814586330304
116006B,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.16589372915674128,1.0148892053792709,0.18888270982659328
116006B,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.16589372915674128,1.0383483356217378,453.3456806392933
116006B,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.16589372915674128,1.0140162407722262,0.32156259236522156
116006B,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.16589372915674128,1.016248995395654,123.01285229524012
116011A,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.1647957360647928,1.0462327284826236,-498.8174363566327
116011A,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.1647957360647928,1.0410669486706543,0.6754804242033884
116011A,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.1647957360647928,1.0174241409291025,0.13194806840504847
116011A,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.1647957360647928,1.0230248143253171,699.7832330354877
116011A,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.1647957360647928,1.0139882122725512,0.09609782688271765
116011A,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.1647957360647928,1.013729073503267,190.2062972168748
116013A,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.15715817055740833,1.060164106022435,-398.467682261331
116013A,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.15715817055740833,1.0579905417222664,0.594768744104576
116013A,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.15715817055740833,1.0180410857186095,0.18527234464242448
116013A,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.15715817055740833,1.030612343676904,802.6603378739915
116013A,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.15715817055740833,1.0169054913437148,0.0305462352833666
116013A,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.15715817055740833,1.0152847515930312,160.8172666186543
235209,streamflow_model_precip_only,a0,Convergence criteria reached,0.1556787020109689,1.0212254607333229,-780.3141430394148
235209,streamflow_model_precip_only,a1,Convergence criteria reached,0.1556787020109689,1.0122972969778663,1.029623872684695
235209,streamflow_model_precip_only,b,Convergence criteria reached,0.1556787020109689,1.0022466049571634,0.07723819612021277
235209,streamflow_model_precip_only,sd,Convergence criteria reached,0.1556787020109689,1.0144122219960654,162.94408468459793
318150,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.16043726179132922,1.0452106399581411,-303.95673116169587
318150,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.16043726179132922,1.0409438094220391,0.592544968807799
318150,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.16043726179132922,1.0181256079410026,0.09380609492652003
318150,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.16043726179132922,1.0152108781810507,-173.53837996366724
318150,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.16043726179132922,1.0131912679596138,0.23716332313328417
318150,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.16043726179132922,1.0113290844846496,56.403077835119944
318191,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.17942695926631724,1.038889296616534,-398.6807390763404
318191,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.17942695926631724,1.0268705614991804,0.6546211759858884
318191,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.17942695926631724,1.0150159285571156,0.20561335105919087
318191,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.17942695926631724,1.020154059489096,-236.69706837939293
318191,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.17942695926631724,1.012722894814108,0.02437827161239008
318191,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.17942695926631724,1.0119175552202675,85.1736114535034
410033,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.11517761434016194,1.0581980571906413,-151.96214854837092
410033,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.11517761434016194,1.0438527229684649,0.2151608070264103
410033,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.11517761434016194,1.0149506492005853,0.3308276289887371
410033,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.11517761434016194,1.0151556857482658,-98.44057125807076
410033,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.11517761434016194,1.0354241857906,0.03168950276645381
410033,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.11517761434016194,1.0146358697006217,20.81372236898365
412029,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.14486064792758457,1.0491722826990335,-180.16110546376905
412029,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.14486064792758457,1.0822104224407494,0.3210736436176717
412029,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.14486064792758457,1.015878087667291,0.14036822584425557
412029,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.14486064792758457,1.0153037877017188,-194.2112416505913
